River;Hydropeaking river-type;Hydropeaking, residual flow, natural/near-natural;Reach (Untersuchungsstelle);Abiotic measured by;Date of survey;Transect;Sampling point;Time of survey;"Distance ""Wasseranschlaglinie"" [m]";Flow velocity [v60, cm/s];Category Flow velocity (5 Bewohnbarkeits-klasse);Water depth [cm];Category Water depth;Clogging (6 Klassen);Clogging (3 Klassen);Substrate type;"Algae cover (Bewuchsdichte; 5 Kategorien:1-5)";"Moos cover (Deckungsgrad; 6 Kategorien:0-5)";"CPOM cover (Deckungsgrad; 5 Kategorien:1-5)";RTK-GPS Nr.;MZB kick-net taken by;Varia;;River;Reach (Untersuchungsstelle);Abiotic measured by;Date of survey;Time of survey;pH;Conductivity [μs/s];Oxygen content [mg/l];Oxygen saturation [%];Turbidity [FNU];Temperature [°C];Discharge [m3/s];Water gauge [MüM];Gauging station;Varia
Sitter;2b;Hydropeaking;S1;Diego, Manuel;21.03.2022;4;3;13:15;14.40;33;5;66;;none;none;250 mm > x > 25 mm;2;0;2;10;Diego;;;Untere Glenner;GL4;Diego, Olivier;10.04.2023;10:00;8.36;472.0;12.49;102.0;2.31;3.3;2.400;693.47;Glenner-Castrisch;
Sitter;2b;Hydropeaking;S2;Diego, Manuel;21.03.2022;1;1;15:00;0.90;2;1;24;;none;none;25 mm > x > 2.5 mm;2;0;1;3;Diego;;;Obere Glenner;GL5;Diego, Manuel;19.04.2023;10:30;8.42;384.0;11.36;99.9;1.37;4.1;3.300;693.50;Glenner-Castrisch;"T1 & T4 eher ""Riffle"" als ""Übergangsbereich""; Fliessgeschw.-Messgerät M069, Multisonde M004"
Sitter;2b;Hydropeaking;S2;Diego, Manuel;21.03.2022;1;2;14:55;6.55;16;3;76;;none;none;25 mm > x > 2.5 mm;2;0;1;2;Diego;Mit CPOM im Substrat, an der Oberfläche nicht sichtbar;;Obere Glenner;GL5;Diego, Manuel;19.04.2023;11:05;8.44;385.0;11.30;101.0;1.81;4.4;3.300;693.50;Glenner-Castrisch;
Sitter;2b;Hydropeaking;S2;Diego, Manuel;21.03.2022;1;3;14:45;11.00;19;3;91;;none;none;250 mm > x > 25 mm;2;0;1;1;Diego;Mit CPOM im Substrat, an der Oberfläche nicht sichtbar;;Obere Glenner;GL5;Diego, Manuel;19.04.2023;12:05;8.45;379.0;11.12;108.0;1.59;5.5;3.300;693.50;Glenner-Castrisch;
Sitter;2b;Hydropeaking;S2;Diego, Manuel;21.03.2022;2;1;15:25;1.00;1;1;16;;none;none;250 mm > x > 25 mm;3;0;1;6;Diego;;;Obere Glenner;GL6;Diego, Manuel;19.04.2023;13:40;8.49;426.0;10.42;101.3;2.70;7.1;3.300;693.50;Glenner-Castrisch;"T1 eher ""Riffle"" als ""Übergangsbereich""; T2 abwärts von T1, weil kein geeignetes Habitat aufwärts; T4 aufwärts kurzer Schluchtabschnitt; GPS ging nicht, Lange mit Natel aufgenommen in der Mitte des Gewässers; Fliessgeschw.-Messgerät M069, Multisonde M004  "
Sitter;2b;Hydropeaking;S2;Diego, Manuel;21.03.2022;2;2;15:20;3.95;19;3;46;;none;none;250 mm > x > 25 mm;3;0;1;5;Diego;;;Obere Glenner;GL6;Diego, Manuel;19.04.2023;14:15;8.51;430.0;40.47;102.1;2.22;7.1;3.200;693.49;Glenner-Castrisch;
Sitter;2b;Hydropeaking;S2;Diego, Manuel;21.03.2022;2;3;15:10;5.90;36;5;68;;none;none;> 250 mm;3;0;1;4;Diego;;;Obere Glenner;GL6;Diego, Manuel;19.04.2023;14:50;8.51;429.0;10.45;102.5;1.20;7.4;3.200;693.49;Glenner-Castrisch;
Sitter;2b;Hydropeaking;S2;Diego, Manuel;21.03.2022;3;1;15:55;0.90;22;3;18;;none;none;250 mm > x > 25 mm;2;0;1;9;Diego;;;Sense;SE1;Diego, Manuel;16.03.2023;10:20;8.55;389.0;12.18;98.7;5.69;3.7;11.000;550.97;Sense-Thörishaus;"Probenahmepunk1 nicht ganz ufernah, da Pegel hoch; Fliessgeschw.-Messgerät M057, Multisonde M002"
Sitter;2b;Hydropeaking;S2;Diego, Manuel;21.03.2022;3;2;15:45;3.80;66;5;34;;none;none;250 mm > x > 25 mm;3;0;1;8;Diego;Nest Simuliidae?;;Sense;SE1;Diego, Manuel;16.03.2023;11:10;8.53;393.0;12.15;99.2;5.56;4.1;11.000;550.96;Sense-Thörishaus;
Sitter;2b;Hydropeaking;S2;Diego, Manuel;21.03.2022;3;3;15:30;10.50;113;4;55;;none;none;250 mm > x > 25 mm;3;0;1;7;Diego;;;Sense;SE1;Diego, Manuel;16.03.2023;12:05;8.55;393.0;11.79;98.8;4.89;5.1;11.000;550.96;Sense-Thörishaus;
Sitter;2b;Hydropeaking;S2;Diego, Manuel;21.03.2022;4;1;16:20;0.70;1;1;33;;none;none;250 mm > x > 25 mm;3;1;1;12;Diego;Nest Simuliidae?;;Sense;SE2;Diego, Manuel;16.03.2023;14:40;8.63;395.0;11.10;98.0;6.80;6.8;10.000;550.95;Sense-Thörishaus;"Probenahmepunk1 nicht ganz ufernah, da Pegel hoch; Fliessgeschw.-Messgerät M057, Multisonde M002"
Sitter;2b;Hydropeaking;S2;Diego, Manuel;21.03.2022;4;2;16:10;5.40;33;5;77;;none;none;250 mm > x > 25 mm;3;0;1;11;Diego;Nest Simuliidae?;;Sense;SE2;Diego, Manuel;16.03.2023;15:20;8.62;394.0;11.05;98.3;5.80;7.1;10.000;550.95;Sense-Thörishaus;
Sitter;2b;Hydropeaking;S2;Diego, Manuel;21.03.2022;4;3;16:05;9.10;33;5;82;;none;none;250 mm > x > 25 mm;3;0;1;10;Diego;Nest Simuliidae?;;Sense;SE2;Diego, Manuel;16.03.2023;16:30;8.62;396.0;11.22;98.8;4.25;7.3;10.000;550.95;Sense-Thörishaus;
Sitter;;Residual flow;SR;Diego, Manuel;22.03.2022;1;1;09:30;0.45;1;1;16;;none;none;25 mm > x > 2.5 mm;2;0;1;3;Diego;;;Sense;SE3;Diego, Manuel;17.03.2023;12:30;8.66;409.0;11.59;100.5;3.61;6.4;9.000;550.92;Sense-Thörishaus;"Probenahmepunk1 nicht ganz ufernah, da Pegel hoch; Fliessgeschw.-Messgerät M057, Multisonde M002"
Sitter;;Residual flow;SR;Diego, Manuel;22.03.2022;1;2;09:20;3.00;13;3;70;;none;none;250 mm > x > 25 mm;2;0;1;2;Diego;;;Sense;SE3;Diego, Manuel;17.03.2023;13:20;8.67;413.0;11.47;100.5;2.58;6.6;8.900;550.91;Sense-Thörishaus;
Sitter;;Residual flow;SR;Diego, Manuel;22.03.2022;1;3;09:15;4.55;5;3;89;;none;none;250 mm > x > 25 mm;2;0;1;1;Diego;;;Sense;SE3;Diego, Manuel;17.03.2023;14:15;8.64;413.0;11.32;100.3;2.50;7.1;8.800;550.91;Sense-Thörishaus;
Sitter;;Residual flow;SR;Diego, Manuel;22.03.2022;2;1;09:50;0.40;5;3;25;;none;none;250 mm > x > 25 mm;3;0;1;6;Diego;;;Sense;SE4;Diego, Manuel;17.03.2023;09:30;8.61;435.0;12.10;100.2;3.41;5.0;9.200;550.92;Sense-Thörishaus;"Probenahmepunk1 nicht ganz ufernah, da Pegel hoch; Lang gestreckte flache Kiesbank, keine Rheienfolge an ""typischen"" Habitate, eher alles homogen; Fliessgeschw.-Messgerät M057, Multisonde M004"
Sitter;;Residual flow;SR;Diego, Manuel;22.03.2022;2;2;09:45;1.60;44;5;57;;none;none;250 mm > x > 25 mm;2;0;1;5;Diego;;;Sense;SE4;Diego, Manuel;17.03.2023;10:15;8.64;435.0;12.03;100.4;3.14;5.2;9.200;550.92;Sense-Thörishaus;
Sitter;;Residual flow;SR;Diego, Manuel;22.03.2022;2;3;09:40;2.65;33;5;65;;none;none;250 mm > x > 25 mm;2;0;1;4;Diego;;;Sense;SE4;Diego, Manuel;17.03.2023;11:00;8.62;435.0;11.88;100.5;3.89;5.6;9.100;550.92;Sense-Thörishaus;
Sitter;;Residual flow;SR;Diego, Manuel;22.03.2022;3;1;10:15;0.60;24;3;19;;none;none;250 mm > x > 25 mm;2;0;1;9;Diego;;;Thur;TH1;Diego, Manuel;19.03.2023;15:15;8.79;283.0;11.37;104.0;3.17;8.1;17.000;533.22;Thur-Jonschwil;"Probenahmepunk1 nicht ganz ufernah, da Pegel hoch; Abfluss Thur Steg: 3.07/3.05/3.11"
Sitter;;Residual flow;SR;Diego, Manuel;22.03.2022;3;2;10:05;1.70;83;4;30;;none;none;250 mm > x > 25 mm;2;0;1;8;Diego;Mit CPOM im Substrat, an der Oberfläche nicht sichtbar;;Thur;TH1;Diego, Manuel;19.03.2023;15:35;8.79;283.0;11.36;103.9;3.64;8.1;17.000;533.22;Thur-Jonschwil;
Sitter;;Residual flow;SR;Diego, Manuel;22.03.2022;3;3;10:00;3.15;47;5;50;;none;none;250 mm > x > 25 mm;3;1;1;7;Diego;;;Thur;TH1;Diego, Manuel;19.03.2023;14:25;8.79;283.0;11.37;103.3;2.69;8.2;17.000;533.21;Thur-Jonschwil;
Sitter;;Residual flow;SR;Diego, Manuel;22.03.2022;4;1;10:35;0.60;1;1;21;;none;none;250 mm > x > 25 mm;3;0;1;12;Diego;;;Thur;TH2;Diego, Manuel;19.03.2023;12:30;8.61;305.0;11.68;106.1;4.24;8.2;18.000;533.23;Thur-Jonschwil;"Probenahmepunk1 nicht ganz ufernah, da Pegel hoch; ARA & Klein-KW flussaufwärts; Abfluss Thur Steg: 3.13/3.13/3.11"
Sitter;;Residual flow;SR;Diego, Manuel;22.03.2022;4;2;10:30;3.50;11;3;24;;none;none;250 mm > x > 25 mm;3;0;1;11;Diego;Mit CPOM im Substrat, an der Oberfläche nicht sichtbar;;Thur;TH2;Diego, Manuel;19.03.2023;13:10;8.65;303.0;11.72;107.3;3.23;8.8;17.000;533.22;Thur-Jonschwil;
Sitter;;Residual flow;SR;Diego, Manuel;22.03.2022;4;3;10:25;7.70;33;5;70;;none;none;250 mm > x > 25 mm;3;1;1;10;Diego;;;Thur;TH2;Diego, Manuel;19.03.2023;13:55;8.68;306.0;11.61;106.8;3.50;8.7;18.000;533.23;Thur-Jonschwil;
Sitter;2b;Hydropeaking;S3;Diego, Manuel;22.03.2022;1;1;13:35;0.30;1;1;20;;none;none;250 mm > x > 25 mm;1;0;1;3;Diego;Mit CPOM im Substrat, an der Oberfläche nicht sichtbar;;Thur;TH3;Diego, Manuel;18.03.2023;14:30;8.58;336.0;11.62;106.6;3.60;8.5;19.000;533.25;Thur-Jonschwil;"Probenahmepunk1 nicht ganz ufernah, da Pegel hoch; Abfluss Thur Steg: 2.89/2.91/2.94"
Sitter;2b;Hydropeaking;S3;Diego, Manuel;22.03.2022;1;2;13:30;3.95;8;3;38;;none;none;25 mm > x > 2.5 mm;1;0;1;2;Diego;;;Thur;TH3;Diego, Manuel;18.03.2023;15:05;8.59;336.0;11.58;106.4;3.58;8.5;18.000;533.24;Thur-Jonschwil;
Sitter;2b;Hydropeaking;S3;Diego, Manuel;22.03.2022;1;3;13:25;7.50;13;3;47;;none;none;250 mm > x > 25 mm;1;0;1;1;Diego;;;Thur;TH3;Diego, Manuel;18.03.2023;15:55;8.60;335.0;11.47;105.7;3.65;8.6;18.000;533.24;Thur-Jonschwil;
Sitter;2b;Hydropeaking;S3;Diego, Manuel;22.03.2022;2;1;13:55;0.60;5;3;14;;none;none;250 mm > x > 25 mm;2;0;1;6;Diego;;;Thur;TH4;Diego, Manuel;18.03.2023;09:50;8.53;361.0;11.54;100.7;4.25;6.6;20.000;533.27;Thur-Jonschwil;Probenahmepunk1 nicht ganz ufernah, da Pegel hoch
Sitter;2b;Hydropeaking;S3;Diego, Manuel;22.03.2022;2;2;13:50;6.80;49;5;40;;none;none;250 mm > x > 25 mm;3;0;1;5;Diego;Mit CPOM im Substrat, an der Oberfläche nicht sichtbar;;Thur;TH4;Diego, Manuel;18.03.2023;10:25;8.53;361.0;11.60;101.5;4.17;6.8;20.000;533.26;Thur-Jonschwil;
Sitter;2b;Hydropeaking;S3;Diego, Manuel;22.03.2022;2;3;13:45;10.60;63;5;47;;none;none;250 mm > x > 25 mm;3;0;1;4;Diego;;;Thur;TH4;Diego, Manuel;18.03.2023;11:25;8.50;360.0;11.56;103.1;3.38;7.4;20.000;533.26;Thur-Jonschwil;
Sitter;2b;Hydropeaking;S3;Diego, Manuel;22.03.2022;3;1;14:25;0.65;16;3;15;;none;none;250 mm > x > 25 mm;3;0;1;9;Diego;Mit CPOM im Substrat, an der Oberfläche nicht sichtbar;;Thur;TH5;Diego, Manuel;19.03.2023;08:45;8.63;420.0;11.30;101.0;2.65;8.0;19.000;533.25;Thur-Jonschwil;"Probenahmepunk1 nicht ganz ufernah, da Pegel hoch; Lang gestreckte flache Kiesbank, keine Rheienfolge an ""typischen"" Habitate, eher alles homogen; ARA Einleitung nur wenige Meter flussaufwärts; Untersuchungsstelle befindet sich zwischen zwei Schwällen; Abfluss Thur Niederbüren: 19.7/19.7/19.3"
Sitter;2b;Hydropeaking;S3;Diego, Manuel;22.03.2022;3;2;14:20;7.70;61;5;39;;none;none;250 mm > x > 25 mm;4;0;1;8;Diego;;;Thur;TH5;Diego, Manuel;19.03.2023;09:25;8.64;418.0;11.42;102.5;2.76;8.2;19.000;533.25;Thur-Jonschwil;
Sitter;2b;Hydropeaking;S3;Diego, Manuel;22.03.2022;3;3;14:10;12.00;74;5;44;;none;none;250 mm > x > 25 mm;4;0;1;7;Diego;Mit CPOM im Substrat, an der Oberfläche nicht sichtbar;;Thur;TH5;Diego, Manuel;19.03.2023;10:25;8.66;413.0;11.45;103.4;2.73;8.4;18.000;533.24;Thur-Jonschwil;
Sitter;2b;Hydropeaking;S3;Diego, Manuel;22.03.2022;4;1;14:50;0.40;5;3;14;;none;none;250 mm > x > 25 mm;3;0;1;12;Diego;;;;;;;;;;;;;;;;;
Sitter;2b;Hydropeaking;S3;Diego, Manuel;22.03.2022;4;2;14:45;12.75;27;5;26;;none;none;250 mm > x > 25 mm;4;0;1;11;Diego;Mit CPOM im Substrat, an der Oberfläche nicht sichtbar;;;;;;;;;;;;;;;;
Sitter;2b;Hydropeaking;S3;Diego, Manuel;22.03.2022;4;3;14:35;20.50;19;3;33;;none;none;250 mm > x > 25 mm;4;0;1;10;Diego;;;;;;;;;;;;;;;;;
Sitter;2b;Hydropeaking;S4;Diego, Manuel;22.03.2022;1;1;16:45;0.55;16;3;21;;none;none;250 mm > x > 25 mm;1;0;1;3;Diego;Mit CPOM im Substrat, an der Oberfläche nicht sichtbar;;;;;;;;;;;;;;;;
Sitter;2b;Hydropeaking;S4;Diego, Manuel;22.03.2022;1;2;16:40;2.65;102;4;40;;none;none;> 250 mm (Fels);4;0;1;2;Diego;"Grosse Steine nur mit Bürste ""geputz"" (ohne Fuss oder Hand)";;;;;;;;;;;;;;;;
Sitter;2b;Hydropeaking;S4;Diego, Manuel;22.03.2022;1;3;16:35;4.05;103;4;37;;none;none;> 250 mm (Fels);4;0;1;1;Diego;"Grosse Steine nur mit Bürste ""geputz"" (ohne Fuss oder Hand)";;;;;;;;;;;;;;;;
Sitter;2b;Hydropeaking;S4;Diego, Manuel;22.03.2022;2;1;17:05;0.30;1;1;13;;none;none;250 mm > x > 25 mm;1;0;1;6;Diego;Mit CPOM im Substrat, an der Oberfläche nicht sichtbar;;;;;;;;;;;;;;;;
Sitter;2b;Hydropeaking;S4;Diego, Manuel;22.03.2022;2;2;17:00;8.45;24;3;59;;none;none;250 mm > x > 25 mm;2;0;1;5;Diego;;;;;;;;;;;;;;;;;
Sitter;2b;Hydropeaking;S4;Diego, Manuel;22.03.2022;2;3;16:55;13.30;36;5;78;;none;none;250 mm > x > 25 mm;2;0;1;4;Diego;;;;;;;;;;;;;;;;;
Sitter;2b;Hydropeaking;S4;Diego, Manuel;22.03.2022;3;1;17:30;1.20;1;1;17;;none;none;250 mm > x > 25 mm;1;0;1;9;Diego;;;;;;;;;;;;;;;;;
Sitter;2b;Hydropeaking;S4;Diego, Manuel;22.03.2022;3;2;17:25;4.25;41;5;39;;none;none;250 mm > x > 25 mm;1;0;1;8;Diego;Mit CPOM im Substrat, an der Oberfläche nicht sichtbar;;;;;;;;;;;;;;;;
Sitter;2b;Hydropeaking;S4;Diego, Manuel;22.03.2022;3;3;17:20;6.50;80;4;78;;none;none;250 mm > x > 25 mm;1;0;1;7;Diego;Schwierig zu beproben;;;;;;;;;;;;;;;;
Sitter;2b;Hydropeaking;S4;Diego, Manuel;22.03.2022;4;1;17:50;4.80;1;1;23;;none;none;25 mm > x > 2.5 mm;1;0;1;12;Diego;;;;;;;;;;;;;;;;;
Sitter;2b;Hydropeaking;S4;Diego, Manuel;22.03.2022;4;2;17:45;13.20;38;5;46;;none;none;250 mm > x > 25 mm;1;0;1;11;Diego;Mit CPOM im Substrat, an der Oberfläche nicht sichtbar;;;;;;;;;;;;;;;;
Sitter;2b;Hydropeaking;S4;Diego, Manuel;22.03.2022;4;3;17:40;18.20;44;5;72;;none;none;250 mm > x > 25 mm;1;0;1;10;Diego;Mit CPOM im Substrat, an der Oberfläche nicht sichtbar;;;;;;;;;;;;;;;;
Thur;2b;Hydropeaking;S5;Diego, Manuel;23.03.2022;1;1;09:30;4.35;5;3;13;;none;none;250 mm > x > 25 mm;1;0;1;3;Diego;Mit CPOM im Substrat, an der Oberfläche nicht sichtbar;;;;;;;;;;;;;;;;
Thur;2b;Hydropeaking;S5;Diego, Manuel;23.03.2022;1;2;06:00;10.85;22;3;51;;none;none;250 mm > x > 25 mm;1;0;1;2;Diego;;;;;;;;;;;;;;;;;
Thur;2b;Hydropeaking;S5;Diego, Manuel;23.03.2022;1;3;09:20;17.25;44;5;74;;none;none;250 mm > x > 25 mm;1;0;1;1;Diego;;;;;;;;;;;;;;;;;
Thur;2b;Hydropeaking;S5;Diego, Manuel;23.03.2022;2;1;09:50;1.90;11;3;16;;none;none;250 mm > x > 25 mm;1;0;1;6;Diego;;;;;;;;;;;;;;;;;
Thur;2b;Hydropeaking;S5;Diego, Manuel;23.03.2022;2;2;09:40;10.30;27;5;41;;none;none;250 mm > x > 25 mm;2;1;1;5;Diego;;;;;;;;;;;;;;;;;
Thur;2b;Hydropeaking;S5;Diego, Manuel;23.03.2022;2;3;09:25;17.70;74;5;62;;none;none;250 mm > x > 25 mm;1;0;1;4;Diego;;;;;;;;;;;;;;;;;
Thur;2b;Hydropeaking;S5;Diego, Manuel;23.03.2022;3;1;10:15;5.20;14;3;18;;none;none;250 mm > x > 25 mm;1;0;1;9;Diego;;;;;;;;;;;;;;;;;
Thur;2b;Hydropeaking;S5;Diego, Manuel;23.03.2022;3;2;10:10;14.40;44;5;40;;none;none;250 mm > x > 25 mm;1;0;1;8;Diego;;;;;;;;;;;;;;;;;
Thur;2b;Hydropeaking;S5;Diego, Manuel;23.03.2022;3;3;10:00;22.30;94;4;59;;none;none;250 mm > x > 25 mm;1;1;1;7;Diego;Mit CPOM im Substrat, an der Oberfläche nicht sichtbar;;;;;;;;;;;;;;;;
Thur;2b;Hydropeaking;S5;Diego, Manuel;23.03.2022;4;1;10:40;2.55;16;3;18;;none;none;250 mm > x > 25 mm;1;0;1;12;Diego;Mit CPOM im Substrat, an der Oberfläche nicht sichtbar;;;;;;;;;;;;;;;;
Thur;2b;Hydropeaking;S5;Diego, Manuel;23.03.2022;4;2;10:35;14.30;44;5;35;;none;none;250 mm > x > 25 mm;1;0;1;11;Diego;Mit CPOM im Substrat, an der Oberfläche nicht sichtbar;;;;;;;;;;;;;;;;
Thur;2b;Hydropeaking;S5;Diego, Manuel;23.03.2022;4;3;10:25;22.00;63;5;50;;none;none;250 mm > x > 25 mm;1;0;1;10;Diego;Mit CPOM im Substrat, an der Oberfläche nicht sichtbar;;;;;;;;;;;;;;;;
Sitter;2b;Hydropeaking;S6;Diego, Manuel;23.03.2022;1;1;14:05;0.75;1;1;17;;none;none;25 mm > x > 2.5 mm;3;1;3;3;Diego;;;;;;;;;;;;;;;;;
Sitter;2b;Hydropeaking;S6;Diego, Manuel;23.03.2022;1;2;14:00;4.85;1;1;61;;none;none;25 mm > x > 2.5 mm;3;1;1;2;Diego;;;;;;;;;;;;;;;;;
Sitter;2b;Hydropeaking;S6;Diego, Manuel;23.03.2022;1;3;13:55;8.05;16;3;105;;none;none;250 mm > x > 25 mm;1;0;1;1;Diego;Mit CPOM im Substrat, an der Oberfläche nicht sichtbar;;;;;;;;;;;;;;;;
Sitter;2b;Hydropeaking;S6;Diego, Manuel;23.03.2022;2;1;14:30;0.55;8;3;12;;none;none;25 mm > x > 2.5 mm;3;1;1;6;Diego;;;;;;;;;;;;;;;;;
Sitter;2b;Hydropeaking;S6;Diego, Manuel;23.03.2022;2;2;14:25;6.90;22;3;39;;none;none;250 mm > x > 25 mm;3;0;1;5;Diego;;;;;;;;;;;;;;;;;
Sitter;2b;Hydropeaking;S6;Diego, Manuel;23.03.2022;2;3;14:15;11.75;52;5;51;;none;none;250 mm > x > 25 mm;2;0;1;4;Diego;;;;;;;;;;;;;;;;;
Sitter;2b;Hydropeaking;S6;Diego, Manuel;23.03.2022;3;1;15:00;0.30;33;5;10;;none;none;25 mm > x > 2.5 mm;3;1;1;9;Diego;Mit CPOM im Substrat, an der Oberfläche nicht sichtbar;;;;;;;;;;;;;;;;
Sitter;2b;Hydropeaking;S6;Diego, Manuel;23.03.2022;3;2;14:50;5.65;116;4;23;;none;none;> 250 mm (Fels);4;3;1;8;Diego;Nur mit Bürste und Hand möglich, nicht mit Fuss;;;;;;;;;;;;;;;;
Sitter;2b;Hydropeaking;S6;Diego, Manuel;23.03.2022;3;3;14:45;8.60;102;4;33;;none;none;250 mm > x > 25 mm;4;1;1;7;Diego;;;;;;;;;;;;;;;;;
Sitter;2b;Hydropeaking;S6;Diego, Manuel;23.03.2022;4;1;15:25;15.00;16;3;48;;none;none;250 mm > x > 25 mm;4;0;1;12;Diego;"Ganzes Transekt 4: Länge des Fels-Substrates 12.7 m bis zum Ufer; Fels/Molasse unter den wenigen Steine";;;;;;;;;;;;;;;;
Sitter;2b;Hydropeaking;S6;Diego, Manuel;23.03.2022;4;2;15:15;17.80;30;5;39;;none;none;250 mm > x > 25 mm;4;0;1;11;Diego;"Mit CPOM im Substrat, an der Oberfläche nicht sichtbar; Fels/Molasse unter den wenigen Steine";;;;;;;;;;;;;;;;
Sitter;2b;Hydropeaking;S6;Diego, Manuel;23.03.2022;4;3;15:00;22.00;19;3;27;;none;none;250 mm > x > 25 mm;3;0;1;10;Diego;"Mit CPOM im Substrat, an der Oberfläche nicht sichtbar; Fels/Molasse unter den wenigen Steine";;;;;;;;;;;;;;;;
Saane;2a;Hydropeaking;SA1;Diego, Sarah;24.03.2022;1;1;13:25;1.20;10;3;11;;none;none;250 mm > x > 25 mm;3;0;1;3;Diego;;;;;;;;;;;;;;;;;
Saane;2a;Hydropeaking;SA1;Diego, Sarah;24.03.2022;1;2;13:10;7.00;37;5;36;;none;none;250 mm > x > 25 mm;4;0;1;2;Diego;;;;;;;;;;;;;;;;;
Saane;2a;Hydropeaking;SA1;Diego, Sarah;24.03.2022;1;3;13:00;12.20;64;5;46;;none;none;250 mm > x > 25 mm;4;0;1;1;Diego;;;;;;;;;;;;;;;;;
Saane;2a;Hydropeaking;SA1;Diego, Sarah;24.03.2022;2;1;13:55;0.90;1;1;11;;none;none;250 mm > x > 25 mm;4;0;1;6;Sarah;;;;;;;;;;;;;;;;;
Saane;2a;Hydropeaking;SA1;Diego, Sarah;24.03.2022;2;2;13:45;7.60;31;5;51;;none;none;250 mm > x > 25 mm;3;0;1;5;Diego;;;;;;;;;;;;;;;;;
Saane;2a;Hydropeaking;SA1;Diego, Sarah;24.03.2022;2;3;13:35;11.20;60;5;58;;none;none;250 mm > x > 25 mm;3;0;1;4;Diego;;;;;;;;;;;;;;;;;
Saane;2a;Hydropeaking;SA1;Diego, Sarah;24.03.2022;3;1;14:45;1.10;6;3;9;;none;none;250 mm > x > 25 mm;3;0;1;9;Diego;;;;;;;;;;;;;;;;;
Saane;2a;Hydropeaking;SA1;Diego, Sarah;24.03.2022;3;2;14:20;7.65;109;4;38;;none;none;250 mm > x > 25 mm;3;0;1;8;Diego;;;;;;;;;;;;;;;;;
Saane;2a;Hydropeaking;SA1;Diego, Sarah;24.03.2022;3;3;14:15;10.90;102;4;34;;none;none;250 mm > x > 25 mm;3;0;1;7;Diego;;;;;;;;;;;;;;;;;
Saane;2a;Hydropeaking;SA1;Diego, Sarah;24.03.2022;4;1;15:25;2.00;1;1;9;;none;none;250 mm > x > 25 mm;3;0;1;12;Sarah;;;;;;;;;;;;;;;;;
Saane;2a;Hydropeaking;SA1;Diego, Sarah;24.03.2022;4;2;15:10;7.00;52;5;34;;none;none;250 mm > x > 25 mm;3;0;1;11;Sarah;;;;;;;;;;;;;;;;;
Saane;2a;Hydropeaking;SA1;Diego, Sarah;24.03.2022;4;3;14:55;13.00;72;5;40;;none;none;250 mm > x > 25 mm;3;0;1;10;Sarah;;;;;;;;;;;;;;;;;
Saane;;Residual flow;SAR;Diego, Bettina ;25.03.2022;1;1;09:30;0.65;3;1;14;;none;none;250 mm > x > 25 mm;2;0;1;3;Diego;;;;;;;;;;;;;;;;;
Saane;;Residual flow;SAR;Diego, Bettina ;25.03.2022;1;2;09:25;4.60;26;5;28;;none;none;250 mm > x > 25 mm;3;0;1;2;Diego;;;;;;;;;;;;;;;;;
Saane;;Residual flow;SAR;Diego, Bettina ;25.03.2022;1;3;09:15;8.50;45;5;33;;none;none;25 mm > x > 2.5 mm;3;0;1;1;Diego;;;;;;;;;;;;;;;;;
Saane;;Residual flow;SAR;Diego, Bettina ;25.03.2022;2;1;09:55;0.45;9;3;18;;none;none;250 mm > x > 25 mm;3;0;1;6;Sarah;;;;;;;;;;;;;;;;;
Saane;;Residual flow;SAR;Diego, Bettina ;25.03.2022;2;2;09:50;5.10;30;5;29;;none;none;250 mm > x > 25 mm;2;0;1;5;Diego;;;;;;;;;;;;;;;;;
Saane;;Residual flow;SAR;Diego, Bettina ;25.03.2022;2;3;09:40;8.90;47;5;51;;none;none;250 mm > x > 25 mm;3;0;1;4;Diego;;;;;;;;;;;;;;;;;
Saane;;Residual flow;SAR;Diego, Bettina ;25.03.2022;3;1;10:35;1.25;18;3;13;;none;none;250 mm > x > 25 mm;2;0;1;9;Diego;;;;;;;;;;;;;;;;;
Saane;;Residual flow;SAR;Diego, Bettina ;25.03.2022;3;2;10:25;6.90;65;5;30;;none;none;> 250 mm;5;3;1;8;Diego;;;;;;;;;;;;;;;;;
Saane;;Residual flow;SAR;Diego, Bettina ;25.03.2022;3;3;10:15;10.30;75;4;53;;none;none;250 mm > x > 25 mm;4;0;1;7;Diego;;;;;;;;;;;;;;;;;
Saane;;Residual flow;SAR;Diego, Bettina ;25.03.2022;4;1;11:30;1.00;2;1;11;;none;none;250 mm > x > 25 mm;1;0;1;12;Sarah;;;;;;;;;;;;;;;;;
Saane;;Residual flow;SAR;Diego, Bettina ;25.03.2022;4;2;11:05;8.10;42;5;24;;none;none;250 mm > x > 25 mm;1;0;1;11;Sarah;;;;;;;;;;;;;;;;;
Saane;;Residual flow;SAR;Diego, Bettina ;25.03.2022;4;3;10:55;14.30;50;5;49;;none;none;250 mm > x > 25 mm;3;0;1;10;Sarah;;;;;;;;;;;;;;;;;
Saane;2a;Hydropeaking;SA2;Diego, Olivier;25.03.2022;1;1;13:50;1.80;11;3;11;;none;none;250 mm > x > 25 mm;3;0;1;3;Diego;;;;;;;;;;;;;;;;;
Saane;2a;Hydropeaking;SA2;Diego, Olivier;25.03.2022;1;2;13:40;7.75;42;5;28;;none;none;250 mm > x > 25 mm;3;0;1;2;Diego;;;;;;;;;;;;;;;;;
