"","Reach_Untersuchungsstelle","Transect","Sampling_point","Time_of_survey","DIstance_Wasseranschlaglinie_m","Flow_velocity_v60_cm/s","Category_Flow_velocity_5_Bewohnbarkeits-klasse","Water_depth_cm","Category_Water_depth","Clogging_6_Klassen","Clogging_3_Klassen","Substrate_type","Algae_cover_Bewuchsdichte_5_Kategorien_1-5","Moos_cover_Deckungsgrad_6_Kategorien_0-5","CPOM_cover_Deckungsgrad_5_Kategorien_1-5","RTK-GPS_Nr","MZB_kick-net_taken_by","Oxygen_saturation_%_before","Oxygen_saturation_%_during","Oxygen_saturation_%_after","x","y","z","Sampling_site","lab$EPT_Taxa","k_index"
"18","MR",2,3,09:30:00,4.05,20,3,42,NA,"none","none","250 mm > x > 25 mm",1,0,1,4,"Diego",NA,NA,NA,2736791.653,1133753.578,472.108,"MR",0,0.502474337911297
"19","MR",3,1,10:45:00,0.35,14,3,12,NA,"none","none","250 mm > x > 25 mm",1,0,1,9,"Diego",NA,NA,NA,2736779.218,1133768.546,472.63,"MR",1,0.521870043124797
"20","MR",3,2,10:35:00,3.1,35,5,53,NA,"none","none","> 250 mm",1,0,1,8,"Diego",NA,NA,NA,2736779.933,1133771.329,472.346,"MR",0,0.558501339907783
"21","MR",3,3,10:20:00,5.1,47,5,48,NA,"none","none","> 250 mm",2,0,2,7,"Diego",NA,NA,NA,2736780.461,1133773.393,472.356,"MR",3,0.575973133087436
"22","MR",4,1,11:20:00,0.85,14,3,19,NA,"none","none","250 mm > x > 25 mm",1,0,1,12,"Diego",NA,NA,NA,2736773.965,1133778.269,472.999,"MR",0,0.453237023377695
"23","MR",4,2,11:05:00,1.8,20,3,33,NA,"none","none","250 mm > x > 25 mm",1,0,1,11,"Diego",NA,NA,NA,2736774.94,1133778.542,472.854,"MR",0,0.4507575031735
"24","MR",4,3,10:55:00,3.3,64,5,43,NA,"none","none","250 mm > x > 25 mm",1,0,1,10,"Diego",NA,NA,NA,2736775.968,1133779.517,472.748,"MR",2,0.579784857870184
"25","M5",1,1,14:55:00,0.45,1,1,12,NA,"none","none","25 mm > x > 2.5 mm",2,0,1,3,"Diego",NA,NA,NA,2729452.93,1122044.578,276.067,"M5",1,0.49089937845456
"26","M5",1,2,14:50:00,4.65,34,5,41,NA,"none","none","250 mm > x > 25 mm",2,0,1,2,"Diego",NA,NA,NA,2729453.503,1122039.653,275.739,"M5",0,0.388419287337586
"27","M5",1,3,14:45:00,8.1,64,5,62,NA,"none","none","250 mm > x > 25 mm",2,0,1,1,"Diego",NA,NA,NA,2729455.95,1122037.351,275.616,"M5",0,0.436384945765485
"28","M5",2,1,15:30:00,0.4,5,3,11,NA,"none","none","250 mm > x > 25 mm",1,0,1,6,"Denise",NA,NA,NA,2729467.877,1122058.298,276.432,"M5",0,0.454939124129842
"29","M5",2,2,15:15:00,1.6,60,5,34,NA,"none","none","250 mm > x > 25 mm",2,0,1,5,"Diego",NA,NA,NA,2729468.705,1122057.207,276.163,"M5",1,0.547174875948746
"30","M5",2,3,15:20:00,6.2,129,4,53,NA,"none","none","> 250 mm",2,0,1,4,"Diego",NA,NA,NA,2729472.058,1122054.897,276.147,"M5",2,0.497727427762911
"31","M5",3,1,15:45:00,0.5,5,3,9,NA,"none","none","25 mm > x > 2.5 mm",1,0,1,9,"Diego",NA,NA,NA,2729479.749,1122070.971,276.933,"M5",1,0.533631505129122
"32","M5",3,2,15:40:00,2.9,91,4,53,NA,"none","none","> 250 mm",1,0,1,8,"Diego",NA,NA,NA,2729481.799,1122069.723,276.527,"M5",2,0.541262785839716
"33","M5",3,3,15:35:00,5.7,76,4,67,NA,"none","none","250 mm > x > 25 mm",1,0,1,7,"Diego",NA,NA,NA,2729484.994,1122068.342,276.48,"M5",0,0.347968226169999
"34","M5",4,1,16:20:00,0.55,5,3,8,NA,"none","none","25 mm > x > 2.5 mm",1,0,1,12,"Diego",NA,NA,NA,2729487.626,1122082.041,277.155,"M5",1,0.519644917986132
"35","M5",4,2,16:15:00,5.6,51,5,45,NA,"none","none","250 mm > x > 25 mm",1,0,1,11,"Denise",NA,NA,NA,2729491.481,1122079.902,276.836,"M5",0,0.41961395358914
"36","M5",4,3,16:05:00,7.15,45,5,49,NA,"none","none","250 mm > x > 25 mm",1,0,1,10,"Denise",NA,NA,NA,2729492.519,1122078.492,276.81,"M5",1,0.493464849836121
"37","M7",1,1,13:10:00,1.95,5,3,21,NA,"none","none","250 mm > x > 25 mm",1,0,1,3,"Diego",NA,NA,NA,2724226.173,1120092.836,237.47,"M7",0,0.483176588516046
"38","M7",1,2,13:05:00,9.05,14,3,43,NA,"none","none","250 mm > x > 25 mm",2,0,1,2,"Diego",NA,NA,NA,2724223.029,1120099.14,237.248,"M7",0,0.37852054349993
"39","M7",1,3,12:55:00,14.3,27,5,44,NA,"none","none","250 mm > x > 25 mm",2,0,1,1,"Diego",NA,NA,NA,2724220.552,1120103.389,237.213,"M7",1,0.349756784348412
"40","M7",2,1,13:30:00,2.8,1,1,15,NA,"none","none","250 mm > x > 25 mm",1,0,1,6,"Diego",NA,NA,NA,2724246.208,1120103.432,237.553,"M7",0,0.514049872637282
"41","M7",2,2,13:25:00,12,24,3,44,NA,"none","none","250 mm > x > 25 mm",1,0,1,5,"Diego",NA,NA,NA,2724242.675,1120111.849,237.281,"M7",0,0.363389377513673
"42","M7",2,3,13:15:00,18.2,20,3,53,NA,"none","none","250 mm > x > 25 mm",1,0,1,4,"Diego",NA,NA,NA,2724239.893,1120117.367,237.27,"M7",0,0.295367008409026
"43","M7",3,1,14:00:00,1.9,1,1,17,NA,"none","none","250 mm > x > 25 mm",1,0,1,9,"Diego",NA,NA,NA,2724271.197,1120116.325,237.601,"M7",1,0.539620493154807
"44","M7",3,2,13:50:00,10.4,20,3,33,NA,"none","none","250 mm > x > 25 mm",1,0,1,8,"Diego",NA,NA,NA,2724266.559,1120123.636,237.438,"M7",0,0.278342235920024
"45","M7",3,3,13:40:00,17.3,22,3,47,NA,"none","none","250 mm > x > 25 mm",2,0,1,7,"Diego",NA,NA,NA,2724262.863,1120129.571,237.292,"M7",0,0.339134916469267
"46","M7",4,1,14:40:00,1.3,5,3,15,NA,"none","none","250 mm > x > 25 mm",1,0,1,12,"Denise",NA,NA,NA,2724301.635,1120128.501,237.623,"M7",0,0.413393034234508
"47","M7",4,2,14:30:00,7.1,27,5,28,NA,"none","none","250 mm > x > 25 mm",1,0,1,11,"Denise",NA,NA,NA,2724299.362,1120133.875,237.405,"M7",0,0.328407047967995
"48","M7",4,3,14:15:00,13.2,41,5,37,NA,"none","none","250 mm > x > 25 mm",1,0,1,10,"Denise",NA,NA,NA,2724296.812,1120139.032,237.423,"M7",0,0.322595205468061
"49","T1",1,1,16:25:00,0.5,10,3,35,NA,"none","none","250 mm > x > 25 mm",1,0,1,3,"Denise",102.3,102,101.7,2723228.944,1118911.752,229.836,"T1",0,0.439627816431796
"50","T1",1,2,16:15:00,11.7,64,5,45,NA,"none","none","250 mm > x > 25 mm",2,0,1,2,"Diego",102.3,102,101.7,2723231.037,1118907.381,229.705,"T1",0,0.309679273865551
"51","T1",1,3,16:10:00,21.4,70,5,47,NA,"none","none","> 250 mm",2,0,1,1,"Diego",102.3,102,101.7,2723233.635,1118905.656,229.691,"T1",0,0.247924972577861
"52","T1",2,1,16:55:00,2,10,3,19,NA,"none","none","250 mm > x > 25 mm",1,0,1,6,"Denise",102.3,102,101.7,2723247.566,1118928.739,230.184,"T1",0,0.434093480376323
"53","T1",2,2,16:40:00,6,55,5,49,NA,"none","none","250 mm > x > 25 mm",1,0,1,5,"Diego",102.3,102,101.7,2723247.176,1118920.783,229.797,"T1",0,0.300374442992336
"54","T1",2,3,16:30:00,15.95,60,5,63,NA,"none","none","250 mm > x > 25 mm",2,0,1,4,"Diego",102.3,102,101.7,2723253.1,1118913.194,229.717,"T1",0,0.299798533322057
"55","T1",3,1,17:20:00,3.6,14,3,34,NA,"none","none","250 mm > x > 25 mm",1,0,1,9,"Denise",102.3,102,101.7,2723269.258,1118960.385,230.07,"T1",0,0.367137301336113
"56","T1",3,2,17:10:00,9.05,62,5,49,NA,"none","none","250 mm > x > 25 mm",2,0,1,8,"Diego",102.3,102,101.7,2723272.918,1118956.483,229.88,"T1",0,0.455386513729885
"57","T1",3,3,17:00:00,17.4,72,5,83,NA,"none","none","250 mm > x > 25 mm",2,0,1,7,"Diego",102.3,102,101.7,2723280.564,1118953.247,229.672,"T1",0,0.21853807551365
"58","T1",4,1,17:45:00,0.7,5,3,27,NA,"none","none","250 mm > x > 25 mm",1,0,1,12,"Denise",102.3,102,101.7,2723285.605,1118997.002,230.269,"T1",0,0.320260361920393
"59","T1",4,2,17:35:00,9.05,20,3,69,NA,"none","none","250 mm > x > 25 mm",2,0,1,11,"Diego",102.3,102,101.7,2723291.038,1118991.26,229.798,"T1",0,0.29947436378984
"60","T1",4,3,17:25:00,17.15,49,5,61,NA,"none","none","250 mm > x > 25 mm",2,0,1,10,"Diego",102.3,102,101.7,2723297.98,1118987.247,229.914,"T1",0,0.316364461215358
"61","T2",1,1,09:20:00,0.55,1,1,9,NA,"none","none","250 mm > x > 25 mm",1,0,1,3,"Diego",101.6,102.3,102.4,2723366.066,1120219.8,232.547,"T2",1,0.422879629306058
"62","T2",1,2,09:10:00,9,69,5,70,NA,"none","none","250 mm > x > 25 mm",1,0,1,2,"Diego",101.6,102.3,102.4,2723359.849,1120214.301,232.001,"T2",0,0.406784927366018
"63","T2",1,3,09:05:00,16.9,72,5,77,NA,"none","none","250 mm > x > 25 mm",1,0,1,1,"Diego",101.6,102.3,102.4,2723353.398,1120210.441,231.913,"T2",0,0.288772134334456
"64","T2",2,1,09:50:00,1.05,1,1,12,NA,"none","none","250 mm > x > 25 mm",1,0,1,6,"Diego",101.6,102.3,102.4,2723333.9,1120272.116,232.563,"T2",0,0.363173234745988
"65","T2",2,2,09:40:00,6.35,19,3,53,NA,"none","none","250 mm > x > 25 mm",1,0,1,5,"Denise",101.6,102.3,102.4,2723329.101,1120269.815,232.172,"T2",0,0.326829558878625
"66","T2",2,3,09:30:00,10.1,45,5,90,NA,"none","none","250 mm > x > 25 mm",1,0,1,4,"Diego",101.6,102.3,102.4,2723325.553,1120267.847,231.813,"T2",0,0.278167081433172
"67","T2",3,1,10:45:00,1.15,17,3,13,NA,"none","none","250 mm > x > 25 mm",1,0,1,9,"Diego",101.6,102.3,102.4,2723215.171,1120659.45,233.026,"T2",2,0.612218033417892
"68","T2",3,2,10:40:00,13.9,139,4,42,NA,"none","none","250 mm > x > 25 mm",1,0,1,8,"Diego",101.6,102.3,102.4,2723201.949,1120658.037,232.674,"T2",0,0.394342772414173
"69","T2",3,3,10:30:00,31.5,135,4,36,NA,"none","none","250 mm > x > 25 mm",1,0,1,7,"Diego",101.6,102.3,102.4,2723184.903,1120657.462,232.708,"T2",0,0.346400168944226
"70","T2",4,1,11:15:00,0.7,1,1,16,NA,"none","none","250 mm > x > 25 mm",2,0,1,12,"Diego",101.6,102.3,102.4,2723219.139,1120698.461,233.156,"T2",1,0.548708973954983
"71","T2",4,2,11:05:00,8.25,72,5,61,NA,"none","none","250 mm > x > 25 mm",1,0,1,11,"Diego",101.6,102.3,102.4,2723211.554,1120698.386,232.612,"T2",0,0.409267477591657
"72","T2",4,3,10:55:00,16.25,94,4,71,NA,"none","none","250 mm > x > 25 mm",1,0,1,10,"Diego",101.6,102.3,102.4,2723203.218,1120698.051,232.54,"T2",0,0.380810251996545
"73","S1",1,1,11:50:00,0.75,1,1,13,NA,"none","none","25 mm > x > 2.5 mm",3,0,1,3,"Diego",NA,NA,NA,2742136.499,1252273.04,591.49,"S1",1,0.481435199017502
"74","S1",1,2,11:40:00,5.65,1,1,73,NA,"none","none","250 mm > x > 25 mm",1,0,1,2,"Diego",NA,NA,NA,2742133.302,1252279.694,584.553,"S1",0,0.346305692983816
"75","S1",1,3,11:30:00,10.4,19,3,106,NA,"none","none","250 mm > x > 25 mm",1,0,1,1,"Diego",NA,NA,NA,2742128.621,1252281.078,584.196,"S1",0,0.407362339228846
"76","S1",2,1,12:20:00,0.85,1,1,16,NA,"none","none","250 mm > x > 25 mm",2,1,1,6,"Diego",NA,NA,NA,2742123.285,1252229.855,585.119,"S1",3,0.731931753438744
"77","S1",2,2,12:15:00,5.2,38,5,53,NA,"none","none","250 mm > x > 25 mm",2,0,1,5,"Diego",NA,NA,NA,2742118.852,1252231.224,584.823,"S1",0,0.432358414061281
"78","S1",2,3,12:05:00,7.95,69,5,61,NA,"none","none","250 mm > x > 25 mm",1,0,1,4,"Diego",NA,NA,NA,2742116.269,1252232.206,584.732,"S1",0,0.461958742939157
"79","S1",3,1,13:10:00,0.35,16,3,19,NA,"none","none","250 mm > x > 25 mm",2,0,1,9,"Diego",NA,NA,NA,2742118.569,1252040.11,585.679,"S1",1,0.628450133763973
"80","S1",3,2,13:00:00,5.1,69,5,37,NA,"none","none","250 mm > x > 25 mm",3,0,1,8,"Diego",NA,NA,NA,2742115.15,1252038.762,585.558,"S1",1,0.636386091122264
"81","S1",3,3,12:45:00,7.85,120,4,55,NA,"none","none","250 mm > x > 25 mm",2,0,1,7,"Diego",NA,NA,NA,2742112.858,1252038.414,585.361,"S1",0,0.566284070317299
"82","S1",4,1,13:30:00,0.7,1,1,11,NA,"none","none","250 mm > x > 25 mm",3,0,1,12,"Diego",NA,NA,NA,2742159.694,1251990.037,586.433,"S1",1,0.561833856230216
"83","S1",4,2,13:20:00,8.05,27,5,53,NA,"none","none","250 mm > x > 25 mm",2,0,1,11,"Diego",NA,NA,NA,2742154.977,1251984.184,586.054,"S1",0,0.542670291243315
"84","S1",4,3,13:15:00,14.4,33,5,66,NA,"none","none","250 mm > x > 25 mm",2,0,2,10,"Diego",NA,NA,NA,2742150.3,1251979.764,585.978,"S1",0,0.567384083191622
"85","S2",1,1,15:00:00,0.9,2,1,24,NA,"none","none","25 mm > x > 2.5 mm",2,0,1,3,"Diego",NA,NA,NA,2743458.686,1254432.772,562.255,"S2",0,0.495566277556939
"86","S2",1,2,14:55:00,6.55,16,3,76,NA,"none","none","25 mm > x > 2.5 mm",2,0,1,2,"Diego",NA,NA,NA,2743462.07,1254437.039,561.662,"S2",0,0.578844934091466
"87","S2",1,3,14:45:00,11,19,3,91,NA,"none","none","250 mm > x > 25 mm",2,0,1,1,"Diego",NA,NA,NA,2743464.677,1254440.664,561.565,"S2",0,0.517842286034029
"88","S2",2,1,15:25:00,1,1,1,16,NA,"none","none","250 mm > x > 25 mm",3,0,1,6,"Diego",NA,NA,NA,2743416.296,1254451.147,562.285,"S2",0,0.415983668316215
"89","S2",2,2,15:20:00,3.95,19,3,46,NA,"none","none","250 mm > x > 25 mm",3,0,1,5,"Diego",NA,NA,NA,2743416.808,1254454.03,562.064,"S2",0,0.448564482073842
"90","S2",2,3,15:10:00,5.9,36,5,68,NA,"none","none","> 250 mm",3,0,1,4,"Diego",NA,NA,NA,2743417.595,1254456.465,561.767,"S2",0,0.556843861316193
"91","S2",3,1,15:55:00,0.9,22,3,18,NA,"none","none","250 mm > x > 25 mm",2,0,1,9,"Diego",NA,NA,NA,2743372.595,1254429.244,563.024,"S2",0,0.63591594181371
"92","S2",3,2,15:45:00,3.8,66,5,34,NA,"none","none","250 mm > x > 25 mm",3,0,1,8,"Diego",NA,NA,NA,2743369.91,1254430.803,562.951,"S2",2,0.666034036591369
"93","S2",3,3,15:30:00,10.5,113,4,55,NA,"none","none","250 mm > x > 25 mm",3,0,1,7,"Diego",NA,NA,NA,2743363.472,1254433.851,562.55,"S2",0,0.479114346243731
"94","S2",4,1,16:20:00,0.7,1,1,33,NA,"none","none","250 mm > x > 25 mm",3,1,1,12,"Diego",NA,NA,NA,2743378.786,1254310.744,563.965,"S2",2,0.655821054945662
"95","S2",4,2,16:10:00,5.4,33,5,77,NA,"none","none","250 mm > x > 25 mm",3,0,1,11,"Diego",NA,NA,NA,2743375.546,1254306.876,563.615,"S2",1,0.551182988940487
"96","S2",4,3,16:05:00,9.1,33,5,82,NA,"none","none","250 mm > x > 25 mm",3,0,1,10,"Diego",NA,NA,NA,2743372.187,1254305.638,563.494,"S2",0,0.470100305856514
"97","SR",1,1,09:30:00,0.45,1,1,16,NA,"none","none","25 mm > x > 2.5 mm",2,0,1,3,"Diego",102,102,102.6,2743332.409,1251642.107,597.306,"SR",1,0.540436603881794
"98","SR",1,2,09:20:00,3,13,3,70,NA,"none","none","250 mm > x > 25 mm",2,0,1,2,"Diego",102,102,102.6,2743330.389,1251643.655,596.752,"SR",0,0.542333269514695
"99","SR",1,3,09:15:00,4.55,5,3,89,NA,"none","none","250 mm > x > 25 mm",2,0,1,1,"Diego",102,102,102.6,2743329.05,1251644.468,596.608,"SR",0,0.550639174689374
"100","SR",2,1,09:50:00,0.4,5,3,25,NA,"none","none","250 mm > x > 25 mm",3,0,1,6,"Diego",102,102,102.6,2743344.568,1251656.954,597.167,"SR",0,0.450175007699303
"101","SR",2,2,09:45:00,1.6,44,5,57,NA,"none","none","250 mm > x > 25 mm",2,0,1,5,"Diego",102,102,102.6,2743343.282,1251657.532,596.905,"SR",0,0.475563422370701
"102","SR",2,3,09:40:00,2.65,33,5,65,NA,"none","none","250 mm > x > 25 mm",2,0,1,4,"Diego",102,102,102.6,2743342.309,1251657.984,596.816,"SR",0,0.468582355886729
"103","SR",3,1,10:15:00,0.6,24,3,19,NA,"none","none","250 mm > x > 25 mm",2,0,1,9,"Diego",102,102,102.6,2743350.691,1251666.337,597.607,"SR",2,0.615680095745054
"104","SR",3,2,10:05:00,1.7,83,4,30,NA,"none","none","250 mm > x > 25 mm",2,0,1,8,"Diego",102,102,102.6,2743349.449,1251666.368,597.482,"SR",3,0.755922269673835
"105","SR",3,3,10:00:00,3.15,47,5,50,NA,"none","none","250 mm > x > 25 mm",3,1,1,7,"Diego",102,102,102.6,2743347.875,1251666.66,597.242,"SR",2,0.736911603152778
"106","SR",4,1,10:35:00,0.6,1,1,21,NA,"none","none","250 mm > x > 25 mm",3,0,1,12,"Diego",102,102,102.6,2743380.451,1251668.174,598.151,"SR",2,0.658776385369014
"107","SR",4,2,10:30:00,3.5,11,3,24,NA,"none","none","250 mm > x > 25 mm",3,0,1,11,"Diego",102,102,102.6,2743380.779,1251671.052,598.062,"SR",0,0.704920643159957
"108","SR",4,3,10:25:00,7.7,33,5,70,NA,"none","none","250 mm > x > 25 mm",3,1,1,10,"Diego",102,102,102.6,2743380.264,1251674.981,597.709,"SR",1,0.650484842804854
"109","S5",1,1,09:30:00,4.35,5,3,13,NA,"none","none","250 mm > x > 25 mm",1,0,1,3,"Diego",101.3,101.8,101.8,2734155.885,1262173.609,458.026,"S5",0,0.500578567542838
"110","S5",1,2,06:00:00,10.85,22,3,51,NA,"none","none","250 mm > x > 25 mm",1,0,1,2,"Diego",101.3,101.8,101.8,2734160.239,1262178.668,457.688,"S5",0,0.370762842348628
"111","S5",1,3,09:20:00,17.25,44,5,74,NA,"none","none","250 mm > x > 25 mm",1,0,1,1,"Diego",101.3,101.8,101.8,2734164.721,1262182.585,457.476,"S5",0,0.452255659620194
"112","S5",2,1,09:50:00,1.9,11,3,16,NA,"none","none","250 mm > x > 25 mm",1,0,1,6,"Diego",101.3,101.8,101.8,2734187.861,1262146.996,458.015,"S5",0,0.454562504454225
"113","S5",2,2,09:40:00,10.3,27,5,41,NA,"none","none","250 mm > x > 25 mm",2,1,1,5,"Diego",101.3,101.8,101.8,2734194.159,1262153.598,457.796,"S5",0,0.455285019731316
"114","S5",2,3,09:25:00,17.7,74,5,62,NA,"none","none","250 mm > x > 25 mm",1,0,1,4,"Diego",101.3,101.8,101.8,2734197.665,1262157.816,457.602,"S5",0,0.555404985149314
"115","S5",3,1,10:15:00,5.2,14,3,18,NA,"none","none","250 mm > x > 25 mm",1,0,1,9,"Diego",101.3,101.8,101.8,2734202.938,1262131.882,458.091,"S5",0,0.469307264422825
"116","S5",3,2,10:10:00,14.4,44,5,40,NA,"none","none","250 mm > x > 25 mm",1,0,1,8,"Diego",101.3,101.8,101.8,2734208.986,1262138.635,457.909,"S5",0,0.510391185539041
"117","S5",3,3,10:00:00,22.3,94,4,59,NA,"none","none","250 mm > x > 25 mm",1,1,1,7,"Diego",101.3,101.8,101.8,2734215.143,1262143.763,457.771,"S5",2,0.650489473331003
"118","S5",4,1,10:40:00,2.55,16,3,18,NA,"none","none","250 mm > x > 25 mm",1,0,1,12,"Diego",101.3,101.8,101.8,2734224.145,1262103.3,458.251,"S5",0,0.431834710248113
"119","S5",4,2,10:35:00,14.3,44,5,35,NA,"none","none","250 mm > x > 25 mm",1,0,1,11,"Diego",101.3,101.8,101.8,2734231.618,1262112.583,457.997,"S5",0,0.519207756787591
"120","S5",4,3,10:25:00,22,63,5,50,NA,"none","none","250 mm > x > 25 mm",1,0,1,10,"Diego",101.3,101.8,101.8,2734235.725,1262118.952,457.916,"S5",0,0.508021290329154
"121","SA1",1,1,13:25:00,1.2,10,3,11,NA,"none","none","250 mm > x > 25 mm",3,0,1,3,"Diego",NA,NA,NA,2576387.499,1181254.94,561.522,"SA1",0,0.468565312591785
"122","SA1",1,2,13:10:00,7,37,5,36,NA,"none","none","250 mm > x > 25 mm",4,0,1,2,"Diego",NA,NA,NA,2576389.998,1181249.535,561.262,"SA1",0,0.451071964308149
"123","SA1",1,3,13:00:00,12.2,64,5,46,NA,"none","none","250 mm > x > 25 mm",4,0,1,1,"Diego",NA,NA,NA,2576391.39,1181244.605,561.266,"SA1",0,0.552432627027756
"124","SA1",2,1,13:55:00,0.9,1,1,11,NA,"none","none","250 mm > x > 25 mm",4,0,1,6,"Sarah",NA,NA,NA,2576354.563,1181240.641,561.558,"SA1",0,0.413113256413392
"125","SA1",2,2,13:45:00,7.6,31,5,51,NA,"none","none","250 mm > x > 25 mm",3,0,1,5,"Diego",NA,NA,NA,2576357.847,1181234.957,561.177,"SA1",0,0.430531650709248
"126","SA1",2,3,13:35:00,11.2,60,5,58,NA,"none","none","250 mm > x > 25 mm",3,0,1,4,"Diego",NA,NA,NA,2576359.485,1181231.413,561.133,"SA1",0,0.481184202046133
"127","SA1",3,1,14:45:00,1.1,6,3,9,NA,"none","none","250 mm > x > 25 mm",3,0,1,9,"Diego",NA,NA,NA,2576331.741,1181230.602,561.67,"SA1",0,0.429673101624413
"128","SA1",3,2,14:20:00,7.65,109,4,38,NA,"none","none","250 mm > x > 25 mm",3,0,1,8,"Diego",NA,NA,NA,2576333.64,1181224.082,561.395,"SA1",2,0.707828065552225
"129","SA1",3,3,14:15:00,10.9,102,4,34,NA,"none","none","250 mm > x > 25 mm",3,0,1,7,"Diego",NA,NA,NA,2576335.269,1181220.784,561.38,"SA1",0,0.391850404287048
"130","SA1",4,1,15:25:00,2,1,1,9,NA,"none","none","250 mm > x > 25 mm",3,0,1,12,"Sarah",NA,NA,NA,2576316.104,1181229.288,561.822,"SA1",0,0.568068470742092
"131","SA1",4,2,15:10:00,7,52,5,34,NA,"none","none","250 mm > x > 25 mm",3,0,1,11,"Sarah",NA,NA,NA,2576317.881,1181223.891,561.613,"SA1",1,0.658862714409973
"132","SA1",4,3,14:55:00,13,72,5,40,NA,"none","none","250 mm > x > 25 mm",3,0,1,10,"Sarah",NA,NA,NA,2576319.414,1181218.649,561.481,"SA1",0,0.528365964826077
"133","SAR",1,1,09:30:00,0.65,3,1,14,NA,"none","none","250 mm > x > 25 mm",2,0,1,3,"Diego",NA,NA,NA,2575586.286,1179876.21,567.905,"SAR",0,0.376275844430649
"134","SAR",1,2,09:25:00,4.6,26,5,28,NA,"none","none","250 mm > x > 25 mm",3,0,1,2,"Diego",NA,NA,NA,2575582.185,1179876.22,567.742,"SAR",0,0.437760185053735
